date,number_of_homicides
2015-10-30,32.0
2015-10-31,33.0
2015-11-01,30.0
2015-11-02,27.0
2015-11-03,28.0
2015-11-04,29.0
2015-11-05,30.0
2015-11-06,28.0
2015-11-07,30.0
2015-11-08,32.0
2015-11-09,33.0
2015-11-10,32.0
2015-11-11,30.0
2015-11-12,30.0
2015-11-13,31.0
2015-11-14,33.0
2015-11-15,32.0
2015-11-16,33.0
2015-11-17,34.0
2015-11-18,35.0
2015-11-19,36.0
2015-11-20,35.0
2015-11-21,34.0
2015-11-22,33.0
2015-11-23,33.0
2015-11-24,30.0
2015-11-25,29.0
2015-11-26,27.0
2015-11-27,27.0
2015-11-28,28.0
2015-11-29,28.0
2015-11-30,27.0
2015-12-01,28.0
2015-12-02,31.0
2015-12-03,30.0
2015-12-04,30.0
2015-12-05,30.0
2015-12-06,33.0
2015-12-07,30.0
2015-12-08,29.0
2015-12-09,28.0
2015-12-10,28.0
2015-12-11,29.0
2015-12-12,28.0
2015-12-13,28.0
2015-12-14,25.0
2015-12-15,25.0
2015-12-16,25.0
2015-12-17,25.0
2015-12-18,25.0
2015-12-19,24.0
2015-12-20,27.0
2015-12-21,26.0
2015-12-22,26.0
2015-12-23,27.0
2015-12-24,27.0
2015-12-25,27.0
2015-12-26,28.0
2015-12-27,29.0
2015-12-28,31.0
2015-12-29,31.0
2015-12-30,32.0
2015-12-31,32.0
2016-01-01,30.0
2016-01-02,29.0
2016-01-03,27.0
2016-01-04,26.0
2016-01-05,23.0
2016-01-06,24.0
2016-01-07,26.0
2016-01-08,26.0
2016-01-09,26.0
2016-01-10,26.0
2016-01-11,26.0
2016-01-12,27.0
2016-01-13,26.0
2016-01-14,25.0
2016-01-15,24.0
2016-01-16,23.0
2016-01-17,22.0
2016-01-18,23.0
2016-01-19,21.0
2016-01-20,21.0
2016-01-21,21.0
2016-01-22,20.0
2016-01-23,20.0
2016-01-24,20.0
2016-01-25,19.0
2016-01-26,19.0
2016-01-27,16.0
2016-01-28,15.0
2016-01-29,15.0
2016-01-30,14.0
2016-01-31,13.0
2016-02-01,14.0
2016-02-02,14.0
2016-02-03,15.0
2016-02-04,16.0
2016-02-05,17.0
2016-02-06,14.0
2016-02-07,14.0
2016-02-08,15.0
2016-02-09,14.0
2016-02-10,16.0
2016-02-11,15.0
2016-02-12,16.0
2016-02-13,16.0
2016-02-14,15.0
2016-02-15,16.0
2016-02-16,16.0
2016-02-17,16.0
2016-02-18,15.0
2016-02-19,16.0
2016-02-20,18.0
2016-02-21,21.0
2016-02-22,21.0
2016-02-23,22.0
2016-02-24,22.0
2016-02-25,22.0
2016-02-26,23.0
2016-02-27,23.0
2016-02-28,22.0
2016-02-29,24.0
2016-03-01,24.0
2016-03-02,23.0
2016-03-03,24.0
2016-03-04,23.0
2016-03-05,22.0
2016-03-06,21.0
2016-03-07,21.0
2016-03-08,21.0
2016-03-09,20.0
2016-03-10,21.0
2016-03-11,19.0
2016-03-12,19.0
2016-03-13,19.0
2016-03-14,19.0
2016-03-15,20.0
2016-03-16,20.0
2016-03-17,21.0
2016-03-18,21.0
2016-03-19,21.0
2016-03-20,21.0
2016-03-21,19.0
2016-03-22,18.0
2016-03-23,18.0
2016-03-24,18.0
2016-03-25,18.0
2016-03-26,17.0
2016-03-27,17.0
2016-03-28,17.0
2016-03-29,18.0
2016-03-30,17.0
2016-03-31,18.0
2016-04-01,18.0
2016-04-02,17.0
2016-04-03,18.0
2016-04-04,18.0
2016-04-05,17.0
2016-04-06,18.0
2016-04-07,19.0
2016-04-08,22.0
2016-04-09,21.0
2016-04-10,21.0
2016-04-11,22.0
2016-04-12,23.0
2016-04-13,23.0
2016-04-14,22.0
2016-04-15,21.0
2016-04-16,21.0
2016-04-17,21.0
2016-04-18,21.0
2016-04-19,22.0
2016-04-20,22.0
2016-04-21,20.0
2016-04-22,21.0
2016-04-23,20.0
2016-04-24,22.0
2016-04-25,25.0
2016-04-26,28.0
2016-04-27,28.0
2016-04-28,30.0
2016-04-29,29.0
2016-04-30,28.0
2016-05-01,28.0
2016-05-02,29.0
2016-05-03,29.0
2016-05-04,30.0
2016-05-05,30.0
2016-05-06,30.0
2016-05-07,30.0
2016-05-08,28.0
2016-05-09,28.0
2016-05-10,29.0
2016-05-11,27.0
2016-05-12,26.0
2016-05-13,26.0
2016-05-14,26.0
2016-05-15,26.0
2016-05-16,25.0
2016-05-17,25.0
2016-05-18,24.0
2016-05-19,22.0
2016-05-20,23.0
2016-05-21,23.0
2016-05-22,24.0
2016-05-23,25.0
2016-05-24,23.0
2016-05-25,25.0
2016-05-26,25.0
2016-05-27,27.0
2016-05-28,25.0
2016-05-29,25.0
2016-05-30,25.0
2016-05-31,26.0
2016-06-01,25.0
2016-06-02,24.0
2016-06-03,25.0
2016-06-04,26.0
2016-06-05,25.0
2016-06-06,26.0
2016-06-07,25.0
2016-06-08,27.0
2016-06-09,28.0
2016-06-10,30.0
2016-06-11,31.0
2016-06-12,31.0
2016-06-13,32.0
2016-06-14,33.0
2016-06-15,33.0
2016-06-16,32.0
2016-06-17,32.0
2016-06-18,32.0
2016-06-19,31.0
2016-06-20,31.0
2016-06-21,30.0
2016-06-22,31.0
2016-06-23,32.0
2016-06-24,28.0
2016-06-25,25.0
2016-06-26,25.0
2016-06-27,24.0
2016-06-28,27.0
2016-06-29,27.0
2016-06-30,27.0
2016-07-01,28.0
2016-07-02,28.0
2016-07-03,27.0
2016-07-04,26.0
2016-07-05,28.0
2016-07-06,28.0
2016-07-07,28.0
2016-07-08,27.0
2016-07-09,25.0
2016-07-10,27.0
2016-07-11,26.0
2016-07-12,28.0
2016-07-13,29.0
2016-07-14,29.0
2016-07-15,29.0
2016-07-16,31.0
2016-07-17,31.0
2016-07-18,34.0
2016-07-19,36.0
2016-07-20,36.0
2016-07-21,36.0
2016-07-22,34.0
2016-07-23,34.0
2016-07-24,35.0
2016-07-25,36.0
2016-07-26,35.0
2016-07-27,35.0
2016-07-28,35.0
2016-07-29,37.0
2016-07-30,36.0
2016-07-31,35.0
2016-08-01,35.0
2016-08-02,34.0
2016-08-03,35.0
2016-08-04,34.0
2016-08-05,33.0
2016-08-06,33.0
2016-08-07,33.0
2016-08-08,33.0
2016-08-09,29.0
2016-08-10,31.0
2016-08-11,29.0
2016-08-12,30.0
2016-08-13,29.0
2016-08-14,29.0
2016-08-15,28.0
2016-08-16,29.0
2016-08-17,28.0
2016-08-18,26.0
2016-08-19,28.0
2016-08-20,28.0
2016-08-21,28.0
2016-08-22,30.0
2016-08-23,28.0
2016-08-24,28.0
2016-08-25,27.0
2016-08-26,29.0
2016-08-27,27.0
2016-08-28,26.0
2016-08-29,26.0
2016-08-30,26.0
2016-08-31,26.0
2016-09-01,26.0
2016-09-02,27.0
2016-09-03,27.0
2016-09-04,27.0
2016-09-05,28.0
2016-09-06,30.0
2016-09-07,33.0
2016-09-08,36.0
2016-09-09,34.0
2016-09-10,34.0
2016-09-11,31.0
2016-09-12,31.0
2016-09-13,31.0
2016-09-14,31.0
2016-09-15,31.0
2016-09-16,32.0
2016-09-17,32.0
2016-09-18,32.0
2016-09-19,32.0
2016-09-20,33.0
2016-09-21,32.0
2016-09-22,32.0
2016-09-23,31.0
2016-09-24,32.0
2016-09-25,32.0
2016-09-26,31.0
2016-09-27,30.0
2016-09-28,31.0
2016-09-29,31.0
2016-09-30,31.0
2016-10-01,31.0
2016-10-02,31.0
2016-10-03,32.0
2016-10-04,33.0
2016-10-05,32.0
2016-10-06,30.0
2016-10-07,27.0
2016-10-08,24.0
2016-10-09,24.0
2016-10-10,27.0
2016-10-11,29.0
2016-10-12,31.0
2016-10-13,32.0
2016-10-14,31.0
2016-10-15,31.0
2016-10-16,30.0
2016-10-17,30.0
2016-10-18,29.0
2016-10-19,29.0
2016-10-20,28.0
2016-10-21,27.0
2016-10-22,28.0
2016-10-23,27.0
2016-10-24,29.0
2016-10-25,27.0
2016-10-26,28.0
2016-10-27,28.0
2016-10-28,28.0
2016-10-29,29.0
2016-10-30,30.0
2016-10-31,30.0
2016-11-01,28.0
2016-11-02,26.0
2016-11-03,24.0
2016-11-04,25.0
2016-11-05,25.0
2016-11-06,25.0
2016-11-07,26.0
2016-11-08,25.0
2016-11-09,25.0
2016-11-10,23.0
2016-11-11,23.0
2016-11-12,22.0
2016-11-13,22.0
2016-11-14,21.0
2016-11-15,22.0
2016-11-16,22.0
2016-11-17,23.0
2016-11-18,23.0
2016-11-19,25.0
2016-11-20,27.0
2016-11-21,27.0
2016-11-22,28.0
2016-11-23,28.0
2016-11-24,28.0
2016-11-25,28.0
2016-11-26,28.0
2016-11-27,27.0
2016-11-28,26.0
2016-11-29,26.0
2016-11-30,30.0
2016-12-01,31.0
2016-12-02,32.0
2016-12-03,32.0
2016-12-04,34.0
2016-12-05,34.0
2016-12-06,34.0
2016-12-07,33.0
2016-12-08,33.0
2016-12-09,32.0
2016-12-10,33.0
2016-12-11,31.0
2016-12-12,31.0
2016-12-13,33.0
2016-12-14,35.0
2016-12-15,33.0
2016-12-16,35.0
2016-12-17,33.0
2016-12-18,32.0
2016-12-19,32.0
2016-12-20,31.0
2016-12-21,31.0
2016-12-22,32.0
2016-12-23,30.0
2016-12-24,30.0
2016-12-25,31.0
2016-12-26,31.0
2016-12-27,31.0
2016-12-28,32.0
2016-12-29,31.0
2016-12-30,27.0
2016-12-31,27.0
2017-01-01,28.0
2017-01-02,28.0
2017-01-03,27.0
2017-01-04,27.0
2017-01-05,27.0
2017-01-06,27.0
2017-01-07,28.0
2017-01-08,26.0
2017-01-09,26.0
2017-01-10,28.0
2017-01-11,28.0
2017-01-12,28.0
2017-01-13,27.0
2017-01-14,26.0
2017-01-15,26.0
2017-01-16,26.0
2017-01-17,26.0
2017-01-18,24.0
2017-01-19,24.0
2017-01-20,25.0
2017-01-21,23.0
2017-01-22,24.0
2017-01-23,26.0
2017-01-24,26.0
2017-01-25,28.0
2017-01-26,30.0
2017-01-27,30.0
2017-01-28,32.0
2017-01-29,33.0
2017-01-30,32.0
2017-01-31,30.0
2017-02-01,32.0
2017-02-02,32.0
2017-02-03,33.0
2017-02-04,33.0
2017-02-05,34.0
2017-02-06,34.0
2017-02-07,34.0
2017-02-08,35.0
2017-02-09,34.0
2017-02-10,34.0
2017-02-11,32.0
2017-02-12,32.0
2017-02-13,33.0
2017-02-14,31.0
2017-02-15,31.0
2017-02-16,32.0
2017-02-17,32.0
2017-02-18,31.0
2017-02-19,29.0
2017-02-20,29.0
2017-02-21,28.0
2017-02-22,27.0
2017-02-23,26.0
2017-02-24,24.0
2017-02-25,22.0
2017-02-26,22.0
2017-02-27,22.0
2017-02-28,22.0
2017-03-01,22.0
2017-03-02,22.0
2017-03-03,20.0
2017-03-04,18.0
2017-03-05,16.0
2017-03-06,16.0
2017-03-07,15.0
2017-03-08,17.0
2017-03-09,19.0
2017-03-10,17.0
2017-03-11,17.0
2017-03-12,17.0
2017-03-13,18.0
2017-03-14,19.0
2017-03-15,19.0
2017-03-16,20.0
2017-03-17,22.0
2017-03-18,23.0
2017-03-19,25.0
2017-03-20,24.0
2017-03-21,24.0
2017-03-22,25.0
2017-03-23,24.0
2017-03-24,24.0
2017-03-25,23.0
2017-03-26,24.0
2017-03-27,25.0
2017-03-28,25.0
2017-03-29,25.0
2017-03-30,25.0
2017-03-31,25.0
2017-04-01,25.0
2017-04-02,25.0
2017-04-03,26.0
2017-04-04,27.0
2017-04-05,27.0
2017-04-06,27.0
2017-04-07,24.0
2017-04-08,24.0
2017-04-09,26.0
2017-04-10,26.0
2017-04-11,27.0
2017-04-12,26.0
2017-04-13,25.0
2017-04-14,26.0
2017-04-15,26.0
2017-04-16,27.0
2017-04-17,25.0
2017-04-18,24.0
2017-04-19,24.0
2017-04-20,25.0
2017-04-21,25.0
2017-04-22,25.0
2017-04-23,25.0
2017-04-24,28.0
2017-04-25,27.0
2017-04-26,26.0
2017-04-27,26.0
2017-04-28,25.0
2017-04-29,27.0
2017-04-30,29.0
2017-05-01,29.0
2017-05-02,32.0
2017-05-03,32.0
2017-05-04,32.0
2017-05-05,32.0
2017-05-06,37.0
2017-05-07,37.0
2017-05-08,37.0
2017-05-09,38.0
2017-05-10,37.0
2017-05-11,37.0
2017-05-12,38.0
2017-05-13,37.0
2017-05-14,36.0
2017-05-15,37.0
2017-05-16,35.0
2017-05-17,37.0
2017-05-18,37.0
2017-05-19,38.0
2017-05-20,37.0
2017-05-21,37.0
2017-05-22,39.0
2017-05-23,39.0
2017-05-24,39.0
2017-05-25,39.0
2017-05-26,40.0
2017-05-27,39.0
2017-05-28,38.0
2017-05-29,36.0
2017-05-30,36.0
2017-05-31,38.0
2017-06-01,35.0
2017-06-02,35.0
2017-06-03,37.0
2017-06-04,37.0
2017-06-05,33.0
2017-06-06,33.0
2017-06-07,31.0
2017-06-08,28.0
2017-06-09,29.0
2017-06-10,28.0
2017-06-11,27.0
2017-06-12,31.0
2017-06-13,33.0
2017-06-14,31.0
2017-06-15,30.0
2017-06-16,28.0
2017-06-17,27.0
2017-06-18,27.0
2017-06-19,27.0
2017-06-20,27.0
2017-06-21,25.0
2017-06-22,25.0
2017-06-23,24.0
2017-06-24,24.0
2017-06-25,25.0
2017-06-26,25.0
2017-06-27,26.0
2017-06-28,26.0
2017-06-29,26.0
2017-06-30,24.0
2017-07-01,26.0
2017-07-02,27.0
2017-07-03,26.0
2017-07-04,26.0
2017-07-05,29.0
2017-07-06,31.0
2017-07-07,31.0
2017-07-08,32.0
2017-07-09,31.0
2017-07-10,31.0
2017-07-11,31.0
2017-07-12,28.0
2017-07-13,26.0
2017-07-14,28.0
2017-07-15,28.0
2017-07-16,28.0
2017-07-17,29.0
2017-07-18,29.0
2017-07-19,30.0
2017-07-20,29.0
2017-07-21,31.0
2017-07-22,31.0
2017-07-23,30.0
2017-07-24,32.0
2017-07-25,33.0
2017-07-26,34.0
2017-07-27,34.0
2017-07-28,34.0
2017-07-29,33.0
2017-07-30,34.0
2017-07-31,32.0
2017-08-01,32.0
2017-08-02,32.0
2017-08-03,32.0
2017-08-04,28.0
2017-08-05,28.0
2017-08-06,28.0
2017-08-07,28.0
2017-08-08,29.0
2017-08-09,29.0
2017-08-10,31.0
2017-08-11,33.0
2017-08-12,33.0
2017-08-13,31.0
2017-08-14,32.0
2017-08-15,32.0
2017-08-16,32.0
2017-08-17,33.0
2017-08-18,33.0
2017-08-19,34.0
2017-08-20,32.0
2017-08-21,32.0
2017-08-22,33.0
2017-08-23,31.0
2017-08-24,28.0
2017-08-25,30.0
2017-08-26,29.0
2017-08-27,28.0
2017-08-28,28.0
2017-08-29,27.0
2017-08-30,30.0
2017-08-31,29.0
2017-09-01,27.0
2017-09-02,29.0
2017-09-03,30.0
2017-09-04,32.0
2017-09-05,32.0
2017-09-06,32.0
2017-09-07,31.0
2017-09-08,31.0
2017-09-09,29.0
2017-09-10,26.0
2017-09-11,27.0
2017-09-12,27.0
2017-09-13,27.0
2017-09-14,27.0
2017-09-15,27.0
2017-09-16,26.0
2017-09-17,26.0
2017-09-18,25.0
2017-09-19,28.0
2017-09-20,27.0
2017-09-21,26.0
2017-09-22,27.0
2017-09-23,30.0
2017-09-24,28.0
2017-09-25,31.0
2017-09-26,33.0
2017-09-27,33.0
2017-09-28,33.0
2017-09-29,31.0
2017-09-30,31.0
2017-10-01,33.0
2017-10-02,34.0
2017-10-03,34.0
2017-10-04,31.0
2017-10-05,32.0
2017-10-06,31.0
2017-10-07,32.0
2017-10-08,32.0
2017-10-09,32.0
2017-10-10,34.0
2017-10-11,32.0
2017-10-12,32.0
2017-10-13,34.0
2017-10-14,34.0
2017-10-15,35.0
2017-10-16,34.0
2017-10-17,34.0
2017-10-18,35.0
2017-10-19,33.0
2017-10-20,33.0
2017-10-21,32.0
2017-10-22,31.0
2017-10-23,29.0
2017-10-24,30.0
2017-10-25,28.0
2017-10-26,27.0
2017-10-27,28.0
2017-10-28,29.0
2017-10-29,29.0
2017-10-30,29.0
2017-10-31,28.0
2017-11-01,26.0
2017-11-02,28.0
2017-11-03,27.0
2017-11-04,27.0
2017-11-05,27.0
2017-11-06,28.0
2017-11-07,28.0
2017-11-08,28.0
2017-11-09,26.0
2017-11-10,26.0
2017-11-11,26.0
2017-11-12,25.0
2017-11-13,26.0
2017-11-14,26.0
2017-11-15,26.0
2017-11-16,26.0
2017-11-17,25.0
2017-11-18,24.0
2017-11-19,24.0
2017-11-20,24.0
2017-11-21,24.0
2017-11-22,24.0
2017-11-23,22.0
2017-11-24,23.0
2017-11-25,24.0
2017-11-26,22.0
2017-11-27,22.0
2017-11-28,23.0
2017-11-29,22.0
2017-11-30,24.0
2017-12-01,23.0
2017-12-02,21.0
2017-12-03,22.0
2017-12-04,22.0
2017-12-05,22.0
2017-12-06,21.0
2017-12-07,22.0
2017-12-08,22.0
2017-12-09,23.0
2017-12-10,24.0
2017-12-11,24.0
2017-12-12,23.0
2017-12-13,22.0
2017-12-14,21.0
2017-12-15,22.0
2017-12-16,22.0
2017-12-17,22.0
2017-12-18,24.0
2017-12-19,24.0
2017-12-20,25.0
2017-12-21,25.0
2017-12-22,25.0
2017-12-23,27.0
2017-12-24,26.0
2017-12-25,24.0
2017-12-26,26.0
2017-12-27,27.0
2017-12-28,25.0
2017-12-29,25.0
2017-12-30,22.0
2017-12-31,22.0
2018-01-01,23.0
2018-01-02,23.0
2018-01-03,23.0
2018-01-04,23.0
2018-01-05,22.0
2018-01-06,22.0
2018-01-07,22.0
2018-01-08,22.0
2018-01-09,21.0
2018-01-10,22.0
2018-01-11,23.0
2018-01-12,25.0
2018-01-13,24.0
2018-01-14,23.0
2018-01-15,22.0
2018-01-16,22.0
2018-01-17,20.0
2018-01-18,20.0
2018-01-19,21.0
2018-01-20,22.0
2018-01-21,23.0
2018-01-22,22.0
2018-01-23,23.0
2018-01-24,24.0
2018-01-25,23.0
2018-01-26,21.0
2018-01-27,22.0
2018-01-28,24.0
2018-01-29,24.0
2018-01-30,25.0
2018-01-31,24.0
2018-02-01,23.0
2018-02-02,22.0
2018-02-03,23.0
2018-02-04,23.0
2018-02-05,22.0
2018-02-06,22.0
2018-02-07,21.0
2018-02-08,21.0
2018-02-09,20.0
2018-02-10,18.0
2018-02-11,16.0
2018-02-12,16.0
2018-02-13,18.0
2018-02-14,18.0
2018-02-15,19.0
2018-02-16,19.0
2018-02-17,20.0
2018-02-18,18.0
2018-02-19,18.0
2018-02-20,16.0
2018-02-21,18.0
2018-02-22,16.0
2018-02-23,15.0
2018-02-24,15.0
2018-02-25,16.0
2018-02-26,17.0
2018-02-27,17.0
2018-02-28,17.0
2018-03-01,17.0
2018-03-02,16.0
2018-03-03,16.0
2018-03-04,17.0
2018-03-05,17.0
2018-03-06,17.0
2018-03-07,17.0
2018-03-08,18.0
2018-03-09,19.0
2018-03-10,20.0
2018-03-11,20.0
2018-03-12,20.0
2018-03-13,21.0
2018-03-14,21.0
2018-03-15,19.0
2018-03-16,20.0
2018-03-17,19.0
2018-03-18,20.0
2018-03-19,20.0
2018-03-20,21.0
2018-03-21,21.0
2018-03-22,21.0
2018-03-23,18.0
2018-03-24,18.0
2018-03-25,19.0
2018-03-26,18.0
2018-03-27,17.0
2018-03-28,17.0
2018-03-29,15.0
2018-03-30,15.0
2018-03-31,16.0
2018-04-01,16.0
2018-04-02,19.0
2018-04-03,18.0
2018-04-04,19.0
2018-04-05,21.0
2018-04-06,22.0
2018-04-07,23.0
2018-04-08,22.0
2018-04-09,21.0
2018-04-10,21.0
2018-04-11,21.0
2018-04-12,23.0
2018-04-13,24.0
2018-04-14,26.0
2018-04-15,26.0
2018-04-16,28.0
2018-04-17,28.0
2018-04-18,30.0
2018-04-19,30.0
2018-04-20,30.0
2018-04-21,32.0
2018-04-22,33.0
2018-04-23,33.0
2018-04-24,32.0
2018-04-25,33.0
2018-04-26,35.0
2018-04-27,33.0
2018-04-28,35.0
2018-04-29,35.0
2018-04-30,33.0
2018-05-01,34.0
2018-05-02,31.0
2018-05-03,32.0
2018-05-04,30.0
2018-05-05,29.0
2018-05-06,30.0
2018-05-07,29.0
2018-05-08,31.0
2018-05-09,32.0
2018-05-10,32.0
2018-05-11,32.0
2018-05-12,30.0
2018-05-13,29.0
2018-05-14,28.0
2018-05-15,28.0
2018-05-16,27.0
2018-05-17,26.0
2018-05-18,23.0
2018-05-19,23.0
2018-05-20,23.0
2018-05-21,21.0
2018-05-22,21.0
2018-05-23,23.0
2018-05-24,24.0
2018-05-25,23.0
2018-05-26,21.0
2018-05-27,21.0
2018-05-28,19.0
2018-05-29,19.0
2018-05-30,19.0
2018-05-31,19.0
2018-06-01,21.0
2018-06-02,21.0
2018-06-03,22.0
2018-06-04,21.0
2018-06-05,19.0
2018-06-06,18.0
2018-06-07,16.0
2018-06-08,15.0
2018-06-09,16.0
2018-06-10,17.0
2018-06-11,18.0
2018-06-12,20.0
2018-06-13,20.0
2018-06-14,20.0
2018-06-15,19.0
2018-06-16,22.0
2018-06-17,24.0
2018-06-18,24.0
2018-06-19,24.0
2018-06-20,26.0
2018-06-21,27.0
2018-06-22,25.0
2018-06-23,24.0
2018-06-24,24.0
2018-06-25,24.0
2018-06-26,24.0
2018-06-27,24.0
2018-06-28,24.0
2018-06-29,24.0
2018-06-30,23.0
2018-07-01,22.0
2018-07-02,21.0
2018-07-03,20.0
2018-07-04,21.0
2018-07-05,24.0
2018-07-06,25.0
2018-07-07,26.0
2018-07-08,27.0
2018-07-09,29.0
2018-07-10,31.0
2018-07-11,29.0
2018-07-12,27.0
2018-07-13,26.0
2018-07-14,25.0
2018-07-15,27.0
2018-07-16,24.0
2018-07-17,23.0
2018-07-18,23.0
2018-07-19,23.0
2018-07-20,24.0
2018-07-21,25.0
2018-07-22,26.0
2018-07-23,26.0
2018-07-24,26.0
2018-07-25,27.0
2018-07-26,27.0
2018-07-27,27.0
2018-07-28,27.0
2018-07-29,28.0
2018-07-30,28.0
2018-07-31,29.0
2018-08-01,31.0
2018-08-02,32.0
2018-08-03,32.0
2018-08-04,29.0
2018-08-05,29.0
2018-08-06,29.0
2018-08-07,31.0
2018-08-08,29.0
2018-08-09,29.0
2018-08-10,29.0
2018-08-11,30.0
2018-08-12,30.0
2018-08-13,30.0
2018-08-14,29.0
2018-08-15,31.0
2018-08-16,31.0
2018-08-17,31.0
2018-08-18,32.0
2018-08-19,29.0
2018-08-20,27.0
2018-08-21,27.0
2018-08-22,30.0
2018-08-23,30.0
2018-08-24,29.0
2018-08-25,30.0
2018-08-26,30.0
2018-08-27,30.0
2018-08-28,29.0
2018-08-29,30.0
2018-08-30,29.0
2018-08-31,28.0
2018-09-01,28.0
2018-09-02,27.0
2018-09-03,31.0
2018-09-04,31.0
2018-09-05,30.0
2018-09-06,27.0
2018-09-07,26.0
2018-09-08,23.0
2018-09-09,23.0
2018-09-10,22.0
2018-09-11,23.0
2018-09-12,24.0
2018-09-13,23.0
2018-09-14,24.0
2018-09-15,24.0
2018-09-16,23.0
2018-09-17,23.0
2018-09-18,26.0
2018-09-19,26.0
2018-09-20,26.0
2018-09-21,23.0
2018-09-22,24.0
2018-09-23,24.0
2018-09-24,25.0
2018-09-25,26.0
2018-09-26,28.0
2018-09-27,31.0
2018-09-28,32.0
2018-09-29,33.0
2018-09-30,37.0
2018-10-01,39.0
2018-10-02,40.0
2018-10-03,38.0
2018-10-04,38.0
2018-10-05,39.0
2018-10-06,39.0
2018-10-07,40.0
2018-10-08,42.0
